City,Longitude,Latitude,Total Population,Male Population,Female Population,Age 0-18,Age 19-35,Age 36-50,Age 51+,Average Temperature (°C),Mortality Rate (%),Average Income (AED),Healthcare Expenditure (% of Income)
Ras Al Khaimah,55.9486,25.7915,2903311,2001689,901622,293199,269573,141369,213541,27.16030641745472,0.5987482679911764,14546,10.30018071837464
Dubai,55.2708,25.2768,1425168,982582,442586,292090,237448,13130,41983,35.60473552933787,0.337799122135401,26125,12.773348333400412
Fujairah,56.3315,25.2769,1563162,1077723,485439,217944,168706,135560,238058,31.84396603364661,0.14663662416283546,17373,7.099744353896843
Ajman,55.5136,25.4052,2069171,1426591,642580,103235,66454,168850,117299,31.101827004495664,1.3364990034608724,16307,9.469638153069917
Ras Al Khaimah,55.9486,25.7915,645584,445098,200486,90449,114963,231245,289637,31.848735410603922,0.9748559767145677,29928,12.58368553296104
Ras Al Khaimah,55.9486,25.7915,345292,238061,107231,292205,71376,242857,278179,30.150878213768745,1.043754773647329,28277,13.530921067068626
Sharjah,55.391,25.3225,3134229,2160896,973333,70230,96501,42120,184347,32.01519438539991,0.31406113598600816,22699,8.027009715059108
Sharjah,55.391,25.3225,1296346,893766,402580,187240,297244,101730,188315,37.97149663338145,0.7838022989799809,19124,6.170006192342447
Umm Al Quwain,55.564,25.5225,1895817,1307072,588745,196726,252428,251591,283202,37.31607852536438,1.4710311195699215,16000,8.674033459072849
Umm Al Quwain,55.564,25.5225,2797982,1929070,868912,174546,136168,28204,277412,29.990723616645102,0.21332650021464158,19638,10.19810844464884
Dubai,55.2708,25.2768,4272006,2945337,1326669,93102,29758,135918,179773,35.58597625200643,0.4957978764958739,29265,14.935765251478678
Abu Dhabi,54.366,24.4539,2243806,1546993,696813,140720,262863,108527,227477,33.02881161253709,0.7726671305802764,15995,9.674265060273623
Ajman,55.5136,25.4052,4876239,3361926,1514313,160353,290884,255857,260499,25.993379703510254,0.3975933161726236,25320,9.566532544116036
Umm Al Quwain,55.564,25.5225,3943508,2718854,1224654,96226,172000,145067,34979,37.34452829697729,1.0485851408395785,13552,6.525910099223294
Dubai,55.2708,25.2768,2395799,1651785,744014,137728,277369,117326,181580,30.540374632973194,0.9964941578199349,29266,10.805485399783423
Sharjah,55.391,25.3225,4437514,3059446,1378068,260926,125074,114607,201331,31.351351367739895,0.12380462507678128,27638,5.261122050135999
Fujairah,56.3315,25.2769,390949,269540,121409,176780,211279,139353,285880,31.92248926457273,0.5948700286077332,22846,6.755660206914361
Abu Dhabi,54.366,24.4539,4382723,3021671,1361052,50046,127364,163596,141413,38.18976322226571,0.5121664434632114,17376,5.951567964439591
Ras Al Khaimah,55.9486,25.7915,1182790,815475,367315,221139,279003,242970,32304,30.782092234321205,1.0635848722267767,12050,7.083130234179209
Fujairah,56.3315,25.2769,3711837,2559128,1152709,25148,244988,43064,237907,27.28202033458833,0.49169677444152815,15446,13.186453949050893
Dubai,55.2708,25.2768,4982459,3435159,1547300,293634,139334,182601,161516,38.655533570560394,0.736862297483692,10738,11.602108348153035
Sharjah,55.391,25.3225,2412104,1663026,749078,153242,153322,141428,15456,31.25356339665609,0.38762054601291007,15346,9.119002165186068
Ajman,55.5136,25.4052,117096,80731,36365,248266,188734,191159,292592,34.82554034087005,1.3899026490170625,15168,10.886267059045009
Ajman,55.5136,25.4052,4425237,3050982,1374255,98165,161252,21587,123994,29.66130393345212,0.1268050727626231,18230,5.003347910801928
Sharjah,55.391,25.3225,3145686,2168795,976891,17609,192900,223147,194169,34.38943339948065,1.2567894910415187,17191,10.161055410064805
Umm Al Quwain,55.564,25.5225,4491691,3096799,1394892,44655,47678,67276,50005,25.460417625379407,0.9193170209986656,21959,5.5614589862613215
Dubai,55.2708,25.2768,3099491,2136946,962545,224504,44028,125625,25880,28.724059567865346,0.38874140642426536,24492,9.24516845077837
Ajman,55.5136,25.4052,2272750,1566948,705802,231522,97901,58645,216470,31.128682666418158,1.450606516001108,19436,5.218244566753035
Ajman,55.5136,25.4052,3308111,2280779,1027332,167185,261061,135310,240805,33.04031484895124,0.7851540503420142,20594,13.726783219440701
Sharjah,55.391,25.3225,3454106,2381435,1072671,179725,31114,142874,11399,33.64812409661239,0.3394254676324644,11310,10.81037714812609
Umm Al Quwain,55.564,25.5225,4159243,2867592,1291651,68194,119061,234089,121510,35.29893465559125,1.0363607233128938,15910,7.432527210434905
Ras Al Khaimah,55.9486,25.7915,868019,598456,269563,175395,212265,37320,203148,31.19275620971016,1.4202023837854847,17630,5.372179093478603
Sharjah,55.391,25.3225,4842076,3338372,1503704,140929,92080,84892,46296,35.77476349416848,1.2687158621285863,17196,11.44314213087955
Dubai,55.2708,25.2768,2321942,1600864,721078,38805,238901,46249,57238,37.842769152242454,0.6235766239159666,20133,14.62600387459932
Sharjah,55.391,25.3225,4760500,3282129,1478371,56379,138801,222566,70973,33.1476365808343,0.8534524398744204,25884,10.228684282254665
Abu Dhabi,54.366,24.4539,3222989,2222091,1000898,109207,77397,103042,254057,34.62330222899404,0.9887486615573372,24354,10.061714901794854
Umm Al Quwain,55.564,25.5225,4890113,3371491,1518622,76855,193737,185971,46471,31.044680685465988,1.3055029755212455,27340,11.761555637413636
Sharjah,55.391,25.3225,2633462,1815642,817820,239010,119702,91065,141492,28.953881750152274,0.9081227367588595,14435,11.218019919338557
Sharjah,55.391,25.3225,3815268,2630438,1184830,94810,164927,177390,203567,33.547278567584726,0.329262150588279,29148,6.22260650794673
Umm Al Quwain,55.564,25.5225,385674,265903,119771,286176,57970,187227,157340,30.803150196697565,1.3150691697920966,15045,8.12115737834667
Ajman,55.5136,25.4052,101832,70208,31624,87325,298483,120627,128043,30.768387947024245,0.3688898816154036,15482,8.08242659926989
Abu Dhabi,54.366,24.4539,679485,468471,211014,153865,109906,268593,206691,30.38165124984858,0.8133215756450111,14119,14.728961596710432
Ajman,55.5136,25.4052,612716,422437,190279,172053,46124,279137,223159,34.854788698268685,1.1760367155146385,25187,12.966434966043277
Fujairah,56.3315,25.2769,4415658,3044378,1371280,186793,227246,42535,20000,36.010115143798615,1.1633337696470825,15531,7.695806868758481
Abu Dhabi,54.366,24.4539,787983,543275,244708,91022,298408,208193,209006,34.89037574957658,0.39081155457620165,26093,8.01961166595885
Umm Al Quwain,55.564,25.5225,3339830,2302647,1037183,167105,157090,277265,170764,26.087571904611448,0.5811544402438159,28492,10.743689908651028
Ras Al Khaimah,55.9486,25.7915,2530588,1744715,785873,90523,251094,92144,109020,32.199805933889095,1.1577355041977493,16123,8.545510384665853
Fujairah,56.3315,25.2769,989297,682071,307226,163339,203367,191007,27295,39.26307719401053,0.9124291039665462,14820,5.327727910332406
Ajman,55.5136,25.4052,3764594,2595501,1169093,169470,73336,268561,240180,31.856275096031574,0.46041354656939815,23504,10.73950064439178
Umm Al Quwain,55.564,25.5225,3402921,2346146,1056775,286810,97552,119906,223001,35.2462847367825,0.9583788619991823,22830,5.556333623339693
Abu Dhabi,54.366,24.4539,143750,99108,44642,182706,152423,295372,248074,29.293186242018677,1.086343016871956,23053,12.493603876762831
Umm Al Quwain,55.564,25.5225,2111457,1455745,655712,37451,298784,235005,80069,34.75820616091576,1.2883117118610283,26887,5.41412908067202
Ajman,55.5136,25.4052,3814064,2629608,1184456,171994,112666,149546,268179,37.90951011725879,1.2749423406447287,10477,9.911772779225274
Umm Al Quwain,55.564,25.5225,124113,85569,38544,292052,249855,86859,12153,25.31183767672675,0.7007234400299401,17382,14.486098709907235
Dubai,55.2708,25.2768,3813751,2629393,1184358,48228,67290,122967,271061,32.746207724411306,1.394615103249679,20675,5.2684379305475995
Umm Al Quwain,55.564,25.5225,3684460,2540253,1144207,16010,258202,126558,146372,39.65556775374644,1.4287123156575612,10089,7.036967333829023
Umm Al Quwain,55.564,25.5225,3464603,2388672,1075931,92013,17541,151676,86455,34.701822438117716,0.1548549433507728,18319,9.69486626318526
Dubai,55.2708,25.2768,4668442,3218660,1449782,158968,137930,173823,176003,32.414005402109574,1.1350034531146647,20027,10.887514056135698
Ras Al Khaimah,55.9486,25.7915,760986,524662,236324,189840,278293,118160,103172,38.04730638008644,1.2947433815724514,11279,8.481508907524308
Ras Al Khaimah,55.9486,25.7915,2477500,1708113,769387,226005,27825,188269,246036,28.44338463004429,1.0003143077195094,24476,7.062497634729006
Umm Al Quwain,55.564,25.5225,1007208,694420,312788,89829,91572,70966,193135,25.295366561817175,1.402431612330295,19502,5.877889336935931
Ajman,55.5136,25.4052,3403780,2346738,1057042,60444,52854,255981,160295,34.78291120817383,1.0757874201766477,12738,13.427455760519063
Ajman,55.5136,25.4052,3701312,2551871,1149441,210295,36628,150970,32292,25.491328347388222,0.11520613100218154,16838,7.010569598206207
Fujairah,56.3315,25.2769,4734800,3264410,1470390,60909,52678,20629,101627,25.90670663749015,1.3434686442241235,13242,8.791710801760097
Abu Dhabi,54.366,24.4539,3981015,2744713,1236302,235287,46969,197897,167227,36.22864256600167,0.11401393143468591,29488,9.671295328478855
Sharjah,55.391,25.3225,1829432,1261303,568129,86806,105729,277526,242554,34.129616724009146,0.37431618148745194,10083,7.055880717436186
Ras Al Khaimah,55.9486,25.7915,1219236,840603,378633,235914,157922,70983,176998,30.92690772682567,1.1632568893418178,10571,10.767608773284358
Abu Dhabi,54.366,24.4539,2629266,1812749,816517,299096,214364,64179,149944,38.6412750576302,1.101876949943178,15343,8.950516252498476
Fujairah,56.3315,25.2769,1490517,1027637,462880,159074,222447,220019,133286,39.38715924090326,0.7401570734362805,10762,5.664586209975445
Abu Dhabi,54.366,24.4539,3077331,2121667,955664,242030,166078,38868,144485,37.7229075947958,0.5646097669887971,18076,8.483389644051988
Fujairah,56.3315,25.2769,4980173,3433583,1546590,39883,280656,193822,153584,33.490118405278885,0.5364063770569156,13677,12.670906258196819
Fujairah,56.3315,25.2769,249788,172216,77572,270299,25567,89980,162042,29.936261878375106,0.6862579714090755,13029,8.449826873164662
Sharjah,55.391,25.3225,2193180,1512089,681091,170770,159223,72839,21288,35.01366308139181,1.4130213096795325,19783,12.228003746525696
Abu Dhabi,54.366,24.4539,475024,327505,147519,248252,245527,21620,123187,25.07389403823036,1.4628901170683395,11898,9.496365605300749
Sharjah,55.391,25.3225,4568754,3149930,1418824,155569,62098,25480,71553,32.91070913935737,0.6321214502932351,19865,12.973714157457913
Abu Dhabi,54.366,24.4539,1057485,729083,328402,43589,129083,45485,170326,28.27207288513838,1.2170545725130038,24252,14.18028002147545
Umm Al Quwain,55.564,25.5225,3450882,2379212,1071670,64747,61680,31991,132306,36.01901728283056,1.185170443582043,10290,7.926376629315919
Sharjah,55.391,25.3225,2109261,1454231,655030,236381,23657,266531,157205,39.74622898478965,1.116386494540689,14541,8.933206157926522
Umm Al Quwain,55.564,25.5225,4093817,2822484,1271333,296083,139064,219787,194604,26.870925827332904,0.12326197507313597,27480,12.629526284479397
Dubai,55.2708,25.2768,1353311,933041,420270,197335,254441,137784,285182,26.20105842092469,1.4696770138751574,25094,7.902149643501129
Umm Al Quwain,55.564,25.5225,4865951,3354833,1511118,108202,116417,242463,20574,26.11198822521508,0.675281255126836,11280,9.115197340965205
Ajman,55.5136,25.4052,4546363,3134492,1411871,44409,277817,126118,31163,25.479895227458087,1.0023062611949727,24995,13.695587050542777
Abu Dhabi,54.366,24.4539,2172966,1498152,674814,255839,114794,229218,270826,37.824326842705226,0.48150883670377664,23156,5.464991561368904
Sharjah,55.391,25.3225,3316706,2286705,1030001,282720,218779,42637,219147,39.22993214978337,0.4613936129140527,18625,6.760366592860522
Abu Dhabi,54.366,24.4539,2396157,1652031,744126,239069,69012,219757,224473,35.92124936045991,1.4446109911257503,17706,13.624801612982978
Ras Al Khaimah,55.9486,25.7915,769935,530832,239103,63295,284067,142058,171464,27.206821222715035,0.3660869099053272,11739,11.688232406751117
Sharjah,55.391,25.3225,1433592,988390,445202,274279,236244,299474,38280,37.03451223525874,1.3935928918898572,24944,14.792573647801694
Ras Al Khaimah,55.9486,25.7915,2393195,1649989,743206,71030,135215,22569,82419,33.22651477982538,1.3537882413080482,10461,7.751799450771383
Sharjah,55.391,25.3225,2317471,1597781,719690,173175,111378,204297,19092,30.284245540446037,0.4644430082854224,28873,13.670032147792696
Fujairah,56.3315,25.2769,4808985,3315557,1493428,206275,134487,276415,53206,38.53540568303468,0.9532518010752246,10001,11.20638093935268
Sharjah,55.391,25.3225,2072133,1428633,643500,211984,102971,128411,256728,30.09648159629184,1.1363047613761852,18887,11.390170636134789
Dubai,55.2708,25.2768,913094,629533,283561,281996,243520,31200,292339,27.607330869942807,0.509376325507835,11748,11.840467105630772
Ajman,55.5136,25.4052,3884795,2678374,1206421,280666,183904,257106,295046,33.11961468289685,0.48012621227450036,17835,9.71263410470776
Ras Al Khaimah,55.9486,25.7915,4527534,3121511,1406023,142497,194485,113459,81768,28.25867056201383,0.67573218868883,27368,12.049496463716713
Dubai,55.2708,25.2768,2298571,1584751,713820,152987,271362,105537,290259,25.828163454357163,1.1910123960035353,26525,10.97126118756623
Dubai,55.2708,25.2768,1928324,1329484,598840,173861,276583,201253,169656,30.94675538651905,0.23921036269914103,19556,6.607411530719719
Abu Dhabi,54.366,24.4539,1516647,1045653,470994,44816,180276,276553,263279,28.809739740262064,0.9205812686527958,14249,10.468408683454987
Sharjah,55.391,25.3225,852388,587679,264709,205375,30541,172692,108128,31.465994102432212,1.4080334248508786,12388,8.19180388047525
Dubai,55.2708,25.2768,518733,357640,161093,290313,149169,191591,193327,27.78353454780607,1.3572926352284915,25220,7.682949651312505
Sharjah,55.391,25.3225,2640528,1820513,820015,189787,99475,158323,192072,31.029674638733795,0.912787515958268,20877,13.781894116005816
Sharjah,55.391,25.3225,4764809,3285100,1479709,186405,179695,141608,87339,26.047160258289956,0.6399262897984627,27270,5.170207750936598
Dubai,55.2708,25.2768,3750279,2585632,1164647,276791,201298,253015,35808,29.772319143635183,1.3540773884884787,13893,9.508402382245222
Ras Al Khaimah,55.9486,25.7915,4904800,3381617,1523183,197683,90309,32462,181152,28.012672111806875,0.5008398886937176,29023,13.479535028170895
Ras Al Khaimah,55.9486,25.7915,2499719,1723432,776287,243616,121000,57843,215062,29.655078394454534,1.266134288983874,13037,12.580164642992155
Ajman,55.5136,25.4052,553652,381715,171937,67409,77970,34883,156097,31.01397738028068,0.8740741191075229,12149,9.01937385670924
Abu Dhabi,54.366,24.4539,4085272,2816593,1268679,122483,278845,259876,127820,32.92641257522311,0.9122129719591793,12659,14.200121087899639
Dubai,55.2708,25.2768,1806837,1245724,561113,194070,49423,264089,68810,34.75409359999912,0.9213790465696452,20117,10.31144397541317
Dubai,55.2708,25.2768,781276,538651,242625,61390,105596,55074,270103,39.65623018329268,1.4623172568892333,16190,13.362181374182336
Ajman,55.5136,25.4052,2376757,1638656,738101,78221,263045,133724,144826,26.899940234910524,0.22672983777861583,27316,14.185954612539595
Ajman,55.5136,25.4052,2283517,1574372,709145,141671,72769,77804,57052,29.69227721603074,0.5467528411260869,11937,11.235844389874869
Umm Al Quwain,55.564,25.5225,2696477,1859087,837390,116364,203328,87309,51696,32.1601118726941,0.6302292024503849,14713,11.049459655417602
Ajman,55.5136,25.4052,2433272,1677620,755652,91623,295406,54053,84223,32.570029117556324,0.40452798423961567,12402,7.452286382909023
Ajman,55.5136,25.4052,1831728,1262886,568842,96834,58926,235824,217179,39.60074262324225,0.1873775315867699,11051,12.691574302699095
Umm Al Quwain,55.564,25.5225,4525904,3120387,1405517,261521,11358,298231,149111,38.06556178638123,0.8038649983086081,15893,10.613035082406302
Dubai,55.2708,25.2768,3710589,2558267,1152322,36440,295964,199806,75099,37.56867404560778,1.4022406453471767,18396,9.646042925158525
Ras Al Khaimah,55.9486,25.7915,3781053,2606849,1174204,168148,233211,116019,66989,26.383398445885476,0.6649561185348388,12040,12.929542177962174
Abu Dhabi,54.366,24.4539,4549581,3136711,1412870,163164,185886,210173,227786,38.77607385671865,0.236106005967815,14581,6.039762093997576
Fujairah,56.3315,25.2769,4669319,3219264,1450055,36605,160168,189231,142088,39.583588352871296,0.42218072906503024,25228,10.61728128906107
Dubai,55.2708,25.2768,1508233,1039852,468381,295534,290505,119647,253662,25.763741326439728,0.5944348485889331,26384,5.155791260677763
Fujairah,56.3315,25.2769,1824803,1258111,566692,133752,257168,208387,201721,34.03134975709767,0.8260569018073617,27512,6.784266821709276
Dubai,55.2708,25.2768,2641625,1821270,820355,217665,288511,156377,283890,33.95578463327405,0.5919856756509758,14312,9.429212963660387
Ajman,55.5136,25.4052,2695673,1858533,837140,252703,50629,134516,260355,33.25663219190781,0.29672040639738506,19727,12.161764546228484
Ajman,55.5136,25.4052,4138916,2853578,1285338,162229,247417,126979,178566,28.550774728236313,1.4567107672299948,18244,8.767904812830327
Ajman,55.5136,25.4052,4219187,2908921,1310266,139177,197596,287144,259339,36.09629777946798,1.1895222294553651,28453,11.313970605693582
Dubai,55.2708,25.2768,2860325,1972052,888273,286944,101183,155113,105511,30.693450741538626,1.3184893001010127,29244,14.023984732863857
Ras Al Khaimah,55.9486,25.7915,2543138,1753368,789770,187490,219915,247852,106844,28.063867716413935,0.424650073809971,12969,10.204085243178563
Ajman,55.5136,25.4052,4225852,2913516,1312336,35284,287785,83431,126270,37.98739080509858,0.4546291362786552,19577,9.483096760468136
Dubai,55.2708,25.2768,393257,271131,122126,227121,158502,246954,299132,33.559189433072305,0.15084725570782112,19121,6.270530549481278
Fujairah,56.3315,25.2769,3594814,2478446,1116368,127786,226643,292235,114132,28.050519646877067,1.410888118351344,16902,13.637613594248908
Dubai,55.2708,25.2768,2900187,1999535,900652,126053,33803,277099,198844,39.36460503235329,1.045712421033787,25129,7.267291774295551
Dubai,55.2708,25.2768,4740181,3268120,1472061,147850,238572,145933,32993,28.897590685007263,0.8568243299186897,16673,6.951626242248047
Ras Al Khaimah,55.9486,25.7915,2862608,1973626,888982,27983,298275,298516,202611,38.37164844890501,0.5323143648747591,27518,5.632903273418651
Fujairah,56.3315,25.2769,575752,396952,178800,53567,38961,23636,234722,31.564345993796632,1.4917727944721149,12164,5.458483250097172
Dubai,55.2708,25.2768,3370289,2323647,1046642,251612,41654,245322,79688,32.886469198743704,0.1890851929947051,27343,10.659254081524487
Umm Al Quwain,55.564,25.5225,3126832,2155796,971036,14342,245001,149440,296363,30.79396651874078,0.6495366747855283,21320,12.367115531545405
Sharjah,55.391,25.3225,2245926,1548455,697471,249498,164112,109836,132215,37.977124203050465,1.1583174930345588,18868,8.347746414176179
Abu Dhabi,54.366,24.4539,2318762,1598671,720091,138380,296729,20210,59045,38.48468659567376,1.1699449409662641,28681,8.387558476577528
Sharjah,55.391,25.3225,2415871,1665623,750248,218464,177929,37707,20067,33.33096969017852,1.3389418391716,20463,8.014514631647147
Dubai,55.2708,25.2768,3765678,2596249,1169429,257067,258322,226587,20868,28.642097728127176,0.9749062243119891,27556,11.819987620050037
Dubai,55.2708,25.2768,3533098,2435896,1097202,267968,61518,14069,220473,25.722451131585206,0.5167937405062953,29969,9.697911642549549
Umm Al Quwain,55.564,25.5225,4036787,2783165,1253622,185325,94877,203356,31465,28.215839189185353,0.8448870691588561,20657,8.78359385222163
Umm Al Quwain,55.564,25.5225,4607504,3176646,1430858,123290,109237,116874,172733,31.279189330751525,1.2790443054022727,17564,12.588841793982956
Fujairah,56.3315,25.2769,2933132,2022249,910883,182347,201956,75427,187535,37.31889501256842,1.2537713258102527,19540,9.083805626178943
Dubai,55.2708,25.2768,3780493,2606463,1174030,39890,269197,278153,42549,26.277757755891777,1.358872042718203,17146,5.157667757165299
Fujairah,56.3315,25.2769,440507,303707,136800,25867,68083,237068,207527,33.65575626523533,0.17924920111088571,11732,10.26799126877599
Abu Dhabi,54.366,24.4539,2385272,1644527,740745,39886,287926,158157,46674,36.71087139845526,0.5608752032558624,15844,12.800356236217953
Fujairah,56.3315,25.2769,2498432,1722545,775887,41341,142289,51312,111907,26.622858537761633,0.5809889640182472,25321,9.331445367203852
Sharjah,55.391,25.3225,2046038,1410642,635396,31969,68723,110235,210814,38.6485089333126,0.6376767479062838,25908,10.414293207732738
Umm Al Quwain,55.564,25.5225,2447291,1687286,760005,99254,104827,237442,124195,37.67533960404685,1.431338409498719,10232,5.782173107977728
Sharjah,55.391,25.3225,1678706,1157384,521322,74515,21009,139114,45312,33.25019540937145,1.0421693480739245,28409,7.742118341581637
Sharjah,55.391,25.3225,305268,210467,94801,42038,131695,179312,197462,33.94184853208532,0.6336213631412166,22115,8.164894149315472
Ajman,55.5136,25.4052,4858410,3349633,1508777,152780,62592,195376,27198,35.954597818393694,0.916480366980493,25361,7.10285568778498
Sharjah,55.391,25.3225,775038,534350,240688,108608,105970,70763,192172,30.065831253321637,0.2515472663176511,18386,7.0825628413475625
Ajman,55.5136,25.4052,1569999,1082436,487563,210197,222175,273586,52095,35.281041408446065,0.6630767015132977,17392,6.580130164813803
Umm Al Quwain,55.564,25.5225,4734528,3264223,1470305,253184,148787,217332,194347,29.071598562084205,0.5536320400666233,12001,14.080528284274484
Abu Dhabi,54.366,24.4539,1238398,853814,384584,79470,69406,44380,39969,32.15770482756685,0.2670706749106606,14461,12.931082279311456
Dubai,55.2708,25.2768,2589114,1785066,804048,121912,175799,10214,295221,33.30602946161214,0.7787784314440442,21860,10.457879014354894
Ajman,55.5136,25.4052,3611369,2489860,1121509,29782,90609,158635,230278,28.63670881675937,1.4423754350681388,13672,10.149186775983365
Fujairah,56.3315,25.2769,4435998,3058401,1377597,154189,55638,171511,30723,30.2644920285596,0.3396474421833204,10152,7.753346341850852
Dubai,55.2708,25.2768,1817510,1253083,564427,219297,22327,74895,197209,27.49444335907778,0.3787782909114593,22254,6.021029920266447
Sharjah,55.391,25.3225,1273959,878331,395628,216822,256146,262159,230787,32.61782415107754,1.0365154443444557,16284,14.780279484113978
Umm Al Quwain,55.564,25.5225,4786795,3300258,1486537,189273,66208,131148,134737,27.027806497117602,0.1805992889840829,25894,10.799321826669058
Sharjah,55.391,25.3225,2591199,1786503,804696,117256,31806,199733,33263,27.391875572091273,1.2234074974947449,18795,5.6727921975157045
Ajman,55.5136,25.4052,3036031,2093193,942838,75222,44917,68717,147572,37.632949005363244,1.1691589040805237,26458,13.191402376210387
Ras Al Khaimah,55.9486,25.7915,4733514,3263524,1469990,35878,21954,16896,233690,31.52186668343873,1.0450092292555693,23357,11.851396845415753
Ajman,55.5136,25.4052,126985,87549,39436,220160,77281,268162,30708,34.77457169754948,0.4631865481307763,19707,11.252298281818302
Ras Al Khaimah,55.9486,25.7915,1893218,1305280,587938,176435,76325,174799,180518,33.20762626708566,1.3361855628884862,24138,10.212087596204142
Ras Al Khaimah,55.9486,25.7915,2389235,1647259,741976,33904,29541,272796,97378,29.465539521448544,0.6109213489019859,29004,12.941646207794221
Abu Dhabi,54.366,24.4539,2851432,1965921,885511,186771,163390,145246,231891,32.427337434382736,0.5288008489513415,27400,12.235328818056422
Ajman,55.5136,25.4052,101581,70035,31546,227805,67301,87120,130535,31.06461206709004,0.5571148540536919,13367,9.98917247631303
Sharjah,55.391,25.3225,3543381,2442986,1100395,151032,85500,68716,67458,31.71079676554666,1.47880147904168,13835,5.832183212593083
Sharjah,55.391,25.3225,1485339,1024067,461272,142213,161872,210511,97503,29.892086124641434,1.1452658537267943,28040,12.971003617843412
Abu Dhabi,54.366,24.4539,4199045,2895034,1304011,67554,97928,116772,299947,26.00195190893908,0.687226439453044,12544,9.08807900603395
Abu Dhabi,54.366,24.4539,3067557,2114929,952628,159533,72540,40791,35617,27.594487194847282,1.0822169981139163,25379,10.814349331830892
Sharjah,55.391,25.3225,1230474,848351,382123,224464,48725,255112,105235,25.598818506903662,0.8391157248616287,29004,11.704053207376845
Dubai,55.2708,25.2768,480259,331114,149145,223234,81806,299318,159762,29.831332339932437,1.0385236071296768,14920,8.353513798399417
Ras Al Khaimah,55.9486,25.7915,1065129,734353,330776,127719,66804,298852,64013,33.85069188792083,0.7034046534766326,21263,6.379503890589278
Fujairah,56.3315,25.2769,703522,485043,218479,262408,27181,182463,271580,37.82674195770694,0.3553532329334419,20430,10.653465012300646
Abu Dhabi,54.366,24.4539,2798196,1929218,868978,80895,76076,253515,228248,25.059808468526967,0.7501133153815948,22744,11.571835531261318
Abu Dhabi,54.366,24.4539,224196,154572,69624,170756,247681,207733,228538,36.077653170484545,0.5720952344427682,27184,7.776081312703532
Fujairah,56.3315,25.2769,276051,190323,85728,173207,121149,209813,103423,32.48318035866887,0.7866470331271171,17261,13.098243741825366
Umm Al Quwain,55.564,25.5225,3464051,2388292,1075759,33027,221346,187047,199025,38.00328491134835,0.4632842002340989,20265,14.325878979274563
Ajman,55.5136,25.4052,3916583,2700290,1216293,130142,94353,85631,189254,31.662983589729187,0.3616399648636437,12121,8.189387563575268
Dubai,55.2708,25.2768,1475059,1016980,458079,74049,93442,106624,84229,31.870211686939598,1.399341011743217,20186,8.87560786179123
Ajman,55.5136,25.4052,1931890,1331942,599948,231104,90653,159889,149936,30.9859027352514,0.9728184830676304,16322,9.734355009555074
Abu Dhabi,54.366,24.4539,2286695,1576563,710132,73759,194224,205228,116441,39.50208929018824,1.2582116943867359,10573,6.282361856344204
Abu Dhabi,54.366,24.4539,1885778,1300150,585628,198485,282138,60062,173674,33.06685726377531,0.6287431519553046,22228,9.50116306921455
Ajman,55.5136,25.4052,2992359,2063083,929276,162407,284108,288669,183578,34.4577012908983,0.39761092952959376,23502,8.923812929481976
Umm Al Quwain,55.564,25.5225,4995971,3444475,1551496,274839,155276,40092,81427,37.13120065645775,1.0962137609572955,29064,9.338076571969658
Ras Al Khaimah,55.9486,25.7915,3421990,2359293,1062697,253610,92786,257304,226144,26.68976809523959,1.0768997796971458,27291,12.375629890346817
Fujairah,56.3315,25.2769,853301,588308,264993,279954,21564,287643,109111,30.26066813463795,0.5485061204314127,13809,12.082083334921034
Ajman,55.5136,25.4052,1245256,858542,386714,273799,283051,167176,99251,33.52435349124263,1.4041820373195646,11910,8.126491927784969
Abu Dhabi,54.366,24.4539,4893892,3374096,1519796,97250,279741,210779,220867,33.54114528586496,1.117454802977325,27713,7.550894526832435
Dubai,55.2708,25.2768,2553069,1760215,792854,214427,118866,102882,299870,26.78592655798879,0.19816488661467557,19584,11.862588728866571
Umm Al Quwain,55.564,25.5225,3735636,2575536,1160100,58140,31275,61452,53017,25.22397204618114,1.0636309725407886,21843,6.234672047977025
Sharjah,55.391,25.3225,2867105,1976727,890378,43915,222788,39014,255368,28.12091115558953,0.41245573106646227,24848,9.163478757957368
Sharjah,55.391,25.3225,4411044,3041197,1369847,167837,86359,65744,80864,35.12648094593199,1.2712067425456288,12067,13.65250780529902
Ajman,55.5136,25.4052,988175,681297,306878,177367,68366,179869,204338,26.112636876739945,0.13980583960135817,10078,12.625963293661354
Umm Al Quwain,55.564,25.5225,1506938,1038959,467979,64549,18994,237613,36118,30.414238388708373,0.5330765301228743,10050,6.63987227650792
Sharjah,55.391,25.3225,307948,212314,95634,289452,194828,211640,151744,27.41271916317905,0.657777722733151,14272,7.317612769511138
Ajman,55.5136,25.4052,3140710,2165364,975346,85757,121602,219025,256833,32.00726552344152,1.3971138523861557,20053,12.074956196710334
Ras Al Khaimah,55.9486,25.7915,3015527,2079057,936470,225452,198026,82393,51622,30.25298661152248,0.9375946336426825,20915,8.41708693522619
Fujairah,56.3315,25.2769,2956600,2038429,918171,156664,44650,37325,99800,35.03328755218543,0.6874621663246985,27290,7.762911313860219
Dubai,55.2708,25.2768,1087881,750040,337841,165721,210950,112689,194103,27.322319239697613,1.1521351546352365,14951,9.988959141841967
Fujairah,56.3315,25.2769,3177044,2190415,986629,194860,124320,54944,116570,31.75176535688088,0.1745527195787122,12761,9.957347458002936
